clip_id,audio_seconds,latency_ms,status,route,bytes,error
1089-134686-0000.flac,10.435,2137.343406677246,200,-,216,
1089-134686-0001.flac,3.275,1571.2542533874512,200,-,100,
1089-134686-0002.flac,6.625,1895.5378532409668,200,-,156,
1089-134686-0003.flac,2.68,1705.0817012786865,200,-,93,
1089-134686-0004.flac,5.2150625,1942.6157474517822,200,-,116,
1089-134686-0005.flac,9.635,2421.2944507598877,200,-,189,
1089-134686-0006.flac,10.555,2519.3958282470703,200,-,193,
1089-134686-0007.flac,4.275,1971.71950340271,200,-,99,
1089-134686-0008.flac,6.73,2136.734962463379,200,-,145,
1089-134686-0009.flac,10.575,2675.750255584717,200,-,190,
1089-134686-0010.flac,4.405,2459.2931270599365,200,-,117,
1089-134686-0011.flac,12.445,3141.937732696533,200,-,260,
1089-134686-0012.flac,11.64,2828.845500946045,200,-,211,
1089-134686-0013.flac,7.915,2728.6641597747803,200,-,167,
1089-134686-0014.flac,2.225,2375.434637069702,200,-,85,
1089-134686-0015.flac,5.815,2652.6598930358887,200,-,136,
1089-134686-0016.flac,3.54,2632.4453353881836,200,-,114,
1089-134686-0017.flac,8.87,2994.0927028656006,200,-,188,
1089-134686-0018.flac,15.72,3455.4848670959473,200,-,277,
1089-134686-0019.flac,13.895,3419.2376136779785,200,-,261,
1089-134686-0020.flac,16.79,3478.1250953674316,200,-,297,
1089-134686-0021.flac,6.55,2827.86226272583,200,-,146,
1089-134686-0022.flac,11.175,3294.171094894409,200,-,230,
1089-134686-0023.flac,13.275,3394.3569660186768,200,-,243,
1089-134686-0024.flac,11.655,3271.928071975708,200,-,225,
1089-134686-0025.flac,6.61,2875.370740890503,200,-,146,
1089-134686-0026.flac,4.01,2875.0743865966797,200,-,115,
1089-134686-0027.flac,2.71,2728.00612449646,200,-,94,
1089-134686-0028.flac,7.83,3039.137363433838,200,-,158,
1089-134686-0029.flac,4.67,2795.4325675964355,200,-,118,
1089-134686-0030.flac,2.715,2673.985481262207,200,-,82,
1089-134686-0031.flac,6.615,2991.9891357421875,200,-,132,
1089-134686-0032.flac,4.09,2992.743492126465,200,-,105,
1089-134686-0033.flac,3.33,2794.1646575927734,200,-,86,
1089-134686-0034.flac,5.81,3140.4316425323486,200,-,127,
1089-134686-0035.flac,3.445,2873.70228767395,200,-,96,
1089-134686-0036.flac,3.25,2931.865692138672,200,-,86,
1089-134686-0037.flac,5.21,3140.4905319213867,200,-,118,
1089-134691-0000.flac,2.085,2874.2012977600098,200,-,76,
1089-134691-0001.flac,5.415,3314.0437602996826,200,-,131,
1089-134691-0002.flac,11.6,3506.1275959014893,200,-,238,
1089-134691-0003.flac,2.175,2826.1568546295166,200,-,66,
1089-134691-0004.flac,5.1750625,3139.580249786377,200,-,112,
1089-134691-0005.flac,5.36,3235.1150512695312,200,-,125,
1089-134691-0006.flac,5.895,3380.81955909729,200,-,146,
1089-134691-0007.flac,3.44,3194.429636001587,200,-,103,
1089-134691-0008.flac,14.985,3543.315649032593,200,-,265,
1089-134691-0009.flac,20.055,3561.6135597229004,200,-,346,
1089-134691-0010.flac,3.195,3235.4156970977783,200,-,83,
1089-134691-0011.flac,20.01,3551.811695098877,200,-,337,
1089-134691-0012.flac,15.03,3542.7238941192627,200,-,284,
1089-134691-0013.flac,16.33,3550.9891510009766,200,-,305,
1089-134691-0014.flac,4.755,3391.3495540618896,200,-,110,
1089-134691-0015.flac,3.395,3313.811779022217,200,-,79,
1089-134691-0016.flac,9.06,3518.6541080474854,200,-,177,
1089-134691-0017.flac,11.695,3543.0586338043213,200,-,224,
1089-134691-0018.flac,3.09,3313.253164291382,200,-,65,
1089-134691-0019.flac,3.155,3415.1077270507812,200,-,94,
1089-134691-0020.flac,3.99,3465.648889541626,200,-,98,
1089-134691-0021.flac,13.37,3550.81844329834,200,-,257,
1089-134691-0022.flac,5.635,3492.5060272216797,200,-,137,
1089-134691-0023.flac,7.735,3534.8458290100098,200,-,178,
1089-134691-0024.flac,2.215,3415.450096130371,200,-,68,
1089-134691-0025.flac,8.005,3534.2466831207275,200,-,177,
